id_inicio,player_name,team,minute,second,tipo_inicio,num_eventos,progressao_x,duracao_s,terminou_chute,xg_final,sucesso,dist_gol_defensor_proximo,dist_gol_atacante_avancado,diferencial_profundidade,num_defensores_entre_bola_gol,largura_linha_defensiva,dist_bola_gol,superioridade_terco_ofensivo,match_id,atac_fm_nome,atac_fm_sim,atac_match_ok,pace_atacante,acceleration_atacante,stamina_atacante,pace_defensor,acceleration_defensor,diferencial_pace,diferencial_acceleration
a6def006-5601-4c8a-8f6c-3b6a0e44e7e2,Jean-Charles Castelletto,Cameroon,61,39,Ball Recovery,15,99.1,14.0,True,0.02132554,False,90.53180933878441,81.84608620169627,5.869835376159173,4.0,22.91658506544398,102.33264386304108,0.0,3857259,Jean-Charles Castelletto,1.0,True,13.0,12.0,14.0,13.4,12.2,-0.40000000000000036,-0.1999999999999993
a15d0d2a-677b-46d1-afbd-eee187ccc82e,Ngoran Suiru Fai Collins,Cameroon,65,15,Ball Recovery,8,93.8,10.0,True,0.46942416,True,89.46365736429577,75.75276414325589,13.469545208317669,2.0,33.43825656389321,93.803411451823,0.0,3857259,Collins Fai,1.0,True,15.0,15.0,14.0,13.4,12.2,1.5999999999999996,2.8000000000000007
2a9f1b9d-d76d-4111-88f9-4c8ff36f09bd,Saša Lukić,Serbia,84,44,Pass,9,48.4,6.0,False,0.0,False,93.07243730226642,95.54949742894004,-1.5530646530179837,2.0,26.3453645855934,98.11095759394054,0.0,3857259,Saša Lukić,1.0,True,13.0,13.0,14.0,14.666666666666666,14.0,-1.666666666666666,-1.0
137d3000-8423-4da3-a3f9-32d5fbeebd4c,Srđan Babić,Serbia,94,58,Pass,9,35.7,6.0,False,0.0,False,83.66447834291806,73.03062104163084,8.468835781669839,4.0,49.072679350334,94.87217716485692,0.0,3857259,Srđan Babić,1.0,True,11.0,10.0,13.0,14.666666666666666,14.0,-3.666666666666666,-4.0
9788c10a-8d2c-4817-93ca-0005e660ae9d,Thomas Meunier,Belgium,49,21,Pass,9,50.3,5.0,False,0.0,False,68.33099844442367,67.55389282127214,2.18240686329014,7.0,45.130487519760344,101.23210953052396,0.0,3857283,Thomas Meunier,1.0,True,15.0,13.0,15.0,14.0,14.25,1.0,-1.25
1552317a-5fdb-4ecc-a641-8347662746d1,Munir Mohand Mohamedi,Morocco,50,15,Ball Recovery,7,64.6,7.0,False,0.0,False,77.96940326843449,78.08755895590379,-1.208165440424878,3.0,34.325076233360036,105.21996008362672,0.0,3857283,Munir Mohand,0.727,True,14.0,13.0,15.0,12.25,11.25,1.75,1.75
c0d692c0-2269-476b-9a5b-50c227ba6c18,Pervis Josué Estupiñán Tenorio,Ecuador,38,33,Duel,11,78.1,12.0,False,0.0,False,93.88777671415625,95.08482228569663,4.036375805080482,2.0,42.0803155741792,102.62577648914527,0.0,3857286,Pervis Estupiñán,0.696,True,15.0,15.0,18.0,13.2,13.8,1.8000000000000007,1.1999999999999993
555e4e0d-22a1-4957-878c-5a71e9054894,Pervis Josué Estupiñán Tenorio,Ecuador,50,9,Pass,19,53.400000000000006,11.0,False,0.0,False,56.339100449687436,53.03759529654452,-0.7453740216999876,8.0,24.153316397832384,75.5028476284173,0.0,3857286,Pervis Estupiñán,0.696,True,15.0,15.0,18.0,13.2,13.8,1.8000000000000007,1.1999999999999993
c9ad8113-6860-43b8-ae34-84dbed59508b,Homam Alamin Ahmed,Qatar,88,55,Duel,5,36.400000000000006,7.0,False,0.0,False,107.38236891197474,101.07351304553993,7.37336205287005,2.0,10.560423719762,115.0572900775957,0.0,3857286,Homam Ahmed,0.759,True,13.0,14.0,12.0,14.0,14.25,-1.0,-0.25
983eb1b1-e690-4915-9f7b-12691ec9568b,Woo-Young Jung,South Korea,5,31,Ball Recovery,8,48.5,6.0,False,0.0,False,67.76387709504128,72.44730098446499,-5.39875743450488,5.0,37.198492157923454,87.20693779740233,0.0,3857299,Woo-yeong Jeong,0.815,True,15.0,15.0,14.0,13.75,14.25,1.25,0.75
baa9bb51-0c46-41f2-b6b8-32b5e5651cc5,Seung-Gyu Kim,South Korea,27,39,Ball Recovery,9,105.5,8.0,False,0.0,False,,,,,,,,3857299,Seung-bin Kim,0.75,True,9.0,12.0,14.0,13.75,14.25,-4.75,-2.25
4deb5427-9d43-48ab-8b7a-42426caab483,Chang-Hoon Kwon,South Korea,37,22,Pass,8,37.49999999999999,5.0,False,0.0,False,,,,,,,,3857299,Han Kyo-Won,0.667,True,15.0,15.0,13.0,13.75,14.25,1.25,0.75
ce0c68a1-96fd-402e-9626-d44c050cfda5,Lawrence Ati-Zigi,Ghana,48,29,Ball Recovery,7,103.0,25.0,False,0.0,False,92.91428440708845,94.9093564178903,1.2937551581718054,6.0,14.475812903635813,110.64067967976335,0.0,3857299,Lawrence Zigi,0.897,True,8.0,9.0,8.0,13.25,13.25,-5.25,-4.25
cbf09ffb-c6a3-4d34-b85c-4052cb50404e,Moon-Hwan Kim,South Korea,45,9,Pass,10,64.6,7.0,False,0.0,False,61.30430445539476,66.45141922167392,-0.34038969148996756,4.0,12.006684579867596,91.08353308913748,0.0,3857299,Kim Moon-Hwan,0.667,True,13.0,12.0,11.0,13.75,14.25,-0.75,-2.25
ec11bdb3-9657-4405-8de5-614a440a2061,Mohammed Kudus,Ghana,48,18,Ball Recovery,5,39.2,5.0,False,0.0,False,94.28100207714954,101.06478045908561,-4.409413607861836,2.0,16.580991060370614,101.06478120492815,0.0,3857299,Mohammed Kudus,1.0,True,14.0,16.0,13.0,13.25,13.25,0.75,2.75
d4ebff56-4e44-4db3-9969-0d7293e4ca20,Tariq Lamptey,Ghana,67,8,Pass,13,19.599999999999994,4.0,False,0.0,False,81.9437404728808,80.40075173391847,6.174965448585901,4.0,57.185355574419546,92.62337717876628,0.0,3857299,Tariq Lamptey,1.0,True,16.0,20.0,14.0,13.25,13.25,2.75,6.75
63eedb9f-7f1c-485a-8c06-d96bef615077,José María Giménez de Vargas,Uruguay,12,39,Pass,10,62.199999999999996,7.0,False,0.0,False,57.899468315247994,58.28956221437975,-0.5936973684272857,5.0,21.419467755914944,79.15112128075003,0.0,3857293,Cristian de Vargas,0.609,True,7.0,6.0,6.0,11.75,12.75,-4.75,-6.75
b886a046-e694-4a29-ab83-f61f2726ed93,Mohamed Salisu,Ghana,85,55,Pass,12,70.39999999999999,9.0,False,0.0,False,78.82399641937617,76.1152314946116,1.3076969814438257,5.0,31.001298277268496,96.00041666576244,0.0,3857293,Mohammed Salisu,0.966,True,14.0,14.0,15.0,11.25,10.75,2.75,3.25
cce2c8f7-eb46-48d8-9a69-daf1f11bd683,Mohamed Salisu,Ghana,95,46,Interception,9,39.60000000000001,5.0,False,0.0,False,79.75428970087235,74.16579940216053,4.270865786529939,3.0,23.2644273203014,93.04348445753737,0.0,3857293,Mohammed Salisu,0.966,True,14.0,14.0,15.0,11.25,10.75,2.75,3.25
6e4f512d-b371-4ed3-a403-a8df4e648aeb,Joško Gvardiol,Croatia,31,28,Pass,12,79.69999999999999,10.0,False,0.0,False,90.1231319686301,84.82963719023607,3.2710628073451673,3.0,26.698569706878338,102.27614580145264,0.0,3857281,Joško Gvardiol,1.0,True,17.0,14.0,14.0,12.5,12.0,4.5,2.0
ef7d159d-892d-4ec6-aaa3-c2aa88994055,Milan Borjan,Canada,38,35,Ball Recovery,11,79.7,16.0,False,0.0,False,94.945690142957,100.92441131233093,-6.779879494804845,5.0,26.70251859630484,114.56303941498759,0.0,3857281,Milan Borjan,1.0,True,9.0,9.0,10.0,15.0,13.5,-6.0,-4.5
018ed3d7-b249-4f42-8a5a-89f9a2915c86,Borna Sosa,Croatia,46,59,Pass,5,25.799999999999997,2.0,False,0.0,False,25.296917158009162,36.99741267768257,-5.11998634436587,6.0,22.327378316261267,59.29797635670209,2.0,3857281,Borna Sosa,1.0,True,16.0,14.0,13.0,12.5,12.0,3.5,2.0
bff29031-422e-4994-8970-56cde91bd9fc,Atiba Hutchinson,Canada,60,55,Interception,13,48.49999999999999,8.0,False,0.0,False,83.91861467915713,91.43917214045922,-9.462652418954441,2.0,8.03299823381694,97.60327863345574,0.0,3857281,Atiba Hutchinson,1.0,True,8.0,9.0,12.0,15.0,13.5,-7.0,-4.5
809b3e76-658d-45f1-8edb-4b0ece687044,Dominik Livaković,Croatia,62,48,Ball Recovery,13,115.19999999999999,26.0,False,0.0,False,86.86114219125302,88.95643235074114,-1.048860744335613,7.0,14.569456369572897,117.37981087052407,0.0,3857281,Dominik Livaković,1.0,True,10.0,11.0,11.0,12.5,12.0,-2.5,-1.0
75604a24-af03-4da4-a787-7ee572cf7de9,Ederson Santana de Moraes,Brazil,31,29,Ball Recovery,19,89.2,18.0,False,0.0,False,88.00368047780704,83.66857613749919,0.6371968556489094,7.0,18.92328502772044,114.27720682620836,0.0,3857280,Anderson Santana,0.683,True,9.0,9.0,12.0,14.25,13.5,-5.25,-4.5
73a94fbc-eefc-49c3-9299-73a14ede2a75,Daniel Alves da Silva,Brazil,65,17,Duel,5,23.60000000000001,4.0,False,0.0,False,45.343111631987945,50.535436173511705,-7.257177460860447,7.0,28.814774370206635,73.62526740189132,0.0,3857280,Alves da Silva,0.8,True,10.0,11.0,10.0,14.25,13.5,-4.25,-2.5
ac9ec134-6290-4d18-884d-842314740e1c,Daniel Alves da Silva,Brazil,70,39,Duel,10,28.300000000000004,5.0,False,0.0,False,72.70085012508751,66.45783669615092,1.0869500313002831,6.0,65.46404917628631,87.2390967399365,0.0,3857280,Alves da Silva,0.8,True,10.0,11.0,10.0,14.25,13.5,-4.25,-2.5
4b7c8fc1-945d-409a-acb6-a2f22c7bb61b,Gleison Bremer Silva Nascimento,Brazil,80,19,Pass,11,84.1,10.0,False,0.0,False,97.25781834367272,98.31170617344776,-1.169478488921449,8.0,46.195187574233046,110.5797901969433,0.0,3857280,Leonardo Nascimento,0.64,True,13.0,14.0,11.0,14.25,13.5,-1.25,0.5
19ee3ded-9f8f-4d45-870d-d04a98fede03,João Mário Naval da Costa Eduardo,Portugal,71,12,Ball Recovery,11,93.2,10.0,True,0.029762346,False,88.68243518181605,93.20005440935505,-4.97421763578409,3.0,29.312187148255525,93.20005364805323,0.0,3857262,João Mário,1.0,True,13.0,12.0,14.0,13.0,13.5,0.0,-1.5
59f1edb8-a49f-4dac-ae7c-4cf96e1a0ff1,Jin-Su Kim,South Korea,76,20,Ball Recovery,6,35.8,4.0,False,0.0,False,114.03325679048696,112.00892821556681,2.660404938129844,0.0,16.464049199761654,112.00892821556681,0.0,3857262,Min Su Kim,0.842,True,14.0,14.0,5.0,12.0,14.0,2.0,0.0
9fdd1d47-f388-48dc-bd4d-789fcc2434a8,Heung-Min Son,South Korea,90,20,Ball Recovery,6,72.5,8.0,True,0.42196128,True,57.05148847805287,76.75473826540883,-16.030221116891795,2.0,9.804608603514318,76.7547392673573,0.0,3857262,Heung-Min Son,1.0,True,16.0,16.0,16.0,12.0,14.0,4.0,2.0
