id_inicio,player_name,team,minute,second,tipo_inicio,num_eventos,progressao_x,duracao_s,terminou_chute,xg_final,sucesso,dist_gol_defensor_proximo,dist_gol_atacante_avancado,diferencial_profundidade,num_defensores_entre_bola_gol,largura_linha_defensiva,dist_bola_gol,superioridade_terco_ofensivo,competicao,fm_edicao,match_id,atac_fm_nome,atac_fm_sim,atac_match_ok,pace_atacante,acceleration_atacante,stamina_atacante,pace_defensor,acceleration_defensor,diferencial_pace,diferencial_acceleration
19ee3ded-9f8f-4d45-870d-d04a98fede03,João Mário Naval da Costa Eduardo,Portugal,71,12,Ball Recovery,11,93.2,10.0,True,0.029762346,False,88.68243518181605,93.20005440935505,-4.97421763578409,3.0,29.312187148255525,93.20005364805323,0.0,World Cup 2022,2023,3857262,João Mário,1.0,True,13.0,12.0,14.0,13.0,13.5,0.0,-1.5
59f1edb8-a49f-4dac-ae7c-4cf96e1a0ff1,Jin-Su Kim,South Korea,76,20,Ball Recovery,6,35.8,4.0,False,0.0,False,114.03325679048696,112.00892821556681,2.660404938129844,0.0,16.464049199761654,112.00892821556681,0.0,World Cup 2022,2023,3857262,Min Su Kim,0.842,True,14.0,14.0,5.0,12.0,14.0,2.0,0.0
9fdd1d47-f388-48dc-bd4d-789fcc2434a8,Heung-Min Son,South Korea,90,20,Ball Recovery,6,72.5,8.0,True,0.42196128,True,57.05148847805287,76.75473826540883,-16.030221116891795,2.0,9.804608603514318,76.7547392673573,0.0,World Cup 2022,2023,3857262,Heung-Min Son,1.0,True,16.0,16.0,16.0,12.0,14.0,4.0,2.0
3f36b70e-c1e2-47bc-932f-a618032ddabe,Mykola Matvienko,Ukraine,10,34,Pass,17,69.19999999999999,12.0,False,0.0,False,69.27295420488268,57.278246392501124,4.557350023400545,5.0,39.78654621879123,83.11630405642445,0.0,Euro 2020,2021,3788758,Mykola Matvienko,1.0,True,14.0,14.0,14.0,12.6,12.8,1.4000000000000004,1.1999999999999993
c592710a-f7e8-48f0-b161-505ae1b8abd4,Stefan Spirovski,North Macedonia,20,27,Pass,9,14.700000000000003,4.0,False,0.0,False,95.86904905336796,85.3723679739687,11.60296557370016,2.0,27.799187636155786,101.2780825252927,0.0,Euro 2020,2021,3788758,Stefan Aškovski,0.839,True,14.0,13.0,11.0,13.5,14.0,0.5,-1.0
f52b0abb-6263-4b1e-86cd-201bf066a3bc,Darko Velkovski,North Macedonia,22,4,Ball Recovery,8,41.3,4.0,False,0.0,False,,,,,,,,Euro 2020,2021,3788758,Darko Velkovski,1.0,True,12.0,13.0,13.0,13.5,14.0,-1.5,-1.0
b33eedda-f3d0-435f-8cbf-1c1bd984542e,Mykola Shaparenko,Ukraine,42,12,Duel,4,66.0,10.0,False,0.0,False,,,,,,,,Euro 2020,2021,3788758,Mykola Shaparenko,1.0,True,14.0,14.0,12.0,12.6,12.8,1.4000000000000004,1.1999999999999993
c1683848-3863-4307-96a4-003da1600b52,Visar Musliu,North Macedonia,45,38,Pass,5,86.69999999999999,14.0,False,0.0,False,81.39162622337805,89.02349076244322,-9.112477942433074,2.0,2.5608280896615554,100.28344828534767,0.0,Euro 2020,2021,3788758,Visar Musliu,1.0,True,12.0,11.0,13.0,13.5,14.0,-1.5,-3.0
7e0ae4c7-3144-48fc-b8b2-560731200cac,Arijan Ademi,North Macedonia,46,28,Ball Recovery,15,45.400000000000006,6.0,True,0.11840259,True,43.056275549078926,34.347317765254694,-1.4714760920988965,5.0,20.195026743624386,50.892239093991535,1.0,Euro 2020,2021,3788758,Arijan Ademi,1.0,True,12.0,9.0,17.0,13.5,14.0,-1.5,-5.0
23e47df3-c3cb-4a4b-bce7-b58d82a485df,Oleksandr Zinchenko,Ukraine,51,25,Ball Recovery,10,76.69999999999999,9.0,False,0.0,False,84.84953963908501,83.90292162440232,0.9421999186769625,0.0,12.618783490898025,83.90292009221133,0.0,Euro 2020,2021,3788758,Olexandr Zinchenko,0.919,True,14.0,13.0,14.0,12.6,12.8,1.4000000000000004,0.1999999999999993
